node_name,op_type,device,time_us,time_ms
aQt95sOlun,BatchMatMulV2,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
hKzMbZ4k0O,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
QRtqC3I2ub,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
TXGu3p1m9M,Const,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
GMKNZfChSr,Prod,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
aWDF9VHzY3,Add,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
oCzN7cWqXr,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
TM98WiXveP,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
Rc2uCdGMXn,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
FnP32vQWEk,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
zuD7htSg5l,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
e9L6wAyaJt,Cast,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
9sWj1Zqof0,Select,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
eDMFpfWglw,Select,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
3UB6ih9efV,Add,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
HYaEJwGdqP,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
d8WNsjkBzZ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
ZT3UzYwFKI,Prod,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
9wkMs24QRu,GatherV2,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
h9KsXHCl17,Sigmoid,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
9eJU6fyDnN,Const,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
cS9QqhRZaU,Const,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
BKwGdOM2le,Prod,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
lu6Dsmj5Lr,Add,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
CD3ToMPAZl,AddN,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
76El9yTsFt,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
S3H5hEbape,Pow,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
ko649Xa3nB,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
9Ra8Q04tNz,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
qCY9AcrfnF,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
xt8WeBaylK,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
hzYXWBmLRJ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
JbX9vdyOFW,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
ncCOF6aYNE,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
INJT34EB5p,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
tOEiTkb2BP,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
gdPw7UOSYA,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
KZyprR4Ii7,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
VKSrBPTpbz,Prod,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
NSliJZE68p,Prod,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
tpWGAyCFoJ,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
x4TEPelKRB,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
ahewCq5kN7,BiasAdd,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
kJCxRto2i8,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
FoWTfVmA6q,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
tSGxdw9uDO,BatchMatMulV2,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
LXOrUQmFGB,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
rW5EloFkBp,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
RT1tZ45Q3I,BiasAdd,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
uDLHOv3U08,Tile,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
BbhqTIVP4o,AddN,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
1V0d78vMe4,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
hVS3f1DKYA,Sub,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
mUo4BcJNGw,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
QMZLHf725V,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
9yVasWpBRO,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
kqXjxnIBgQ,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
KQ5idtUZRG,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
CSYVhuvz7c,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
nqgiuyYx6L,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
Zr8xoaFtmP,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
mFyz0Hiqux,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
tRO8K7HkFp,GatherV2,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
Sb5n4a2GzL,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
TDRKCowb9n,Mul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
Xqz0kOQnIt,Equal,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
rTA2VJhNmk,Mul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
LDhXKcIMeQ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
7K34k6j1mP,Pow,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
OJjVoEvwQf,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
pKRW08S9AY,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
ZzP9yT2B5A,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
5rRfix9e6z,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
DiJmEGlKPQ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
RWxduihcbq,Squeeze,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
oBFxb0I9LK,Mul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
X4G6NFOryT,AddN,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
LVsykUI7gG,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
ZMIJeXg4h1,BiasAdd,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
lbGEgr8TZF,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
4crEiKPyLF,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
CqdS3N6hTE,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
Gik2npzVdX,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
13rUli4zef,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
j9oV5tFBh0,BatchMatMulV2,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
kA9ayvb7UZ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
9OmQxLaiVM,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
OfyHLg26le,GatherV2,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
iwWfDgsB8z,Fill,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
yitAcB5q3J,Sign,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
UAvfSh9rYn,Mean,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
aGwr5JPMKW,StridedSlice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
Cafve6My3k,Greater,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
